ticker,date,estimate,period,reported,surprise1,surprise2
hon,2015-07-17,$1.50,"Jun 2015",$1.51,0.01,0.01
hon,2015-04-17,$1.39,"Mar 2015",$1.41,0.02,0.02
hon,2015-01-23,$1.42,"Dec 2014",$1.43,0.01,0.01
hon,2014-10-17,$1.41,"Sep 2014",$1.43,0.02,0.02
hon,2014-07-18,$1.36,"Jun 2014",$1.38,0.02,0.02
hon,2014-04-17,$1.26,"Mar 2014",$1.28,0.02,0.02
hon,2014-01-24,$1.22,"Dec 2013",$1.24,0.02,0.02
hon,2013-10-18,$1.24,"Sep 2013",$1.24,0.0,0.0
hon,2013-07-19,$1.22,"Jun 2013",$1.28,0.06,0.06
hon,2013-04-19,$1.14,"Mar 2013",$1.21,0.07,0.07
hon,2013-01-25,$1.09,"Dec 2012",$1.10,0.01,0.01
hon,2012-10-19,$1.13,"Sep 2012",$1.20,0.07,0.07
hon,2012-07-18,$1.11,"Jun 2012",$1.14,0.03,0.03
hon,2012-04-20,$0.99,"Mar 2012",$1.04,0.05,0.05
hon,2012-01-27,$1.04,"Dec 2011",$1.05,0.01,0.01
hon,2011-10-21,$0.99,"Sep 2011",$1.10,0.11,0.11
hon,2011-07-22,$0.98,"Jun 2011",$1.00,0.02,0.02
hon,2011-04-21,$0.82,"Mar 2011",$0.88,0.06,0.06
hon,2011-01-28,"- $0.24","Dec 2010",$0.47,0.71,0.71
hon,2010-10-22,$0.63,"Sep 2010","","",""
hon,2010-07-23,$0.57,"Jun 2010","","",""
hon,2010-04-23,$0.47,"Mar 2010","","",""
hon,2010-01-29,$0.90,"Dec 2009","","",""
hon,2009-10-23,$0.72,"Sep 2009","","",""
hon,2009-07-27,$0.60,"Jun 2009","","",""
hp,2017-01-26,"- $0.38","Dec 2016","","",""
hp,2016-11-17,"- $0.43","Sep 2016","- $0.33",0.1,0.1
hp,2016-07-28,"- $0.42","Jun 2016","- $0.47",-0.05,-0.05
hp,2016-05-02,"- $0.22","Mar 2016","- $0.24",-0.02,-0.02
hp,2016-01-28,"- $0.08","Dec 2015",$0.05,0.13,0.13
hp,2015-11-12,$0.06,"Sep 2015",$0.04,-0.02,-0.02
hp,2015-07-30,$0.17,"Jun 2015",$0.27,0.1,0.1
hp,2015-04-23,$0.79,"Mar 2015",$0.96,0.17,0.17
hp,2015-01-29,$1.57,"Dec 2014",$1.70,0.13,0.13
hp,2014-11-13,"","Sep 2014",$1.59,"",""
hp,2014-07-31,$1.62,"Jun 2014",$1.61,-0.01,-0.01
hp,2014-04-24,$1.47,"Mar 2014",$1.59,0.12,0.12
hp,2014-01-30,$1.45,"Dec 2013",$1.56,0.11,0.11
hp,2013-11-14,$1.41,"Sep 2013",$1.44,0.03,0.03
hp,2013-07-26,$1.35,"Jun 2013",$1.44,0.09,0.09
hp,2013-04-25,$1.29,"Mar 2013",$1.36,0.07,0.07
hp,2013-01-31,$1.29,"Dec 2012",$1.40,0.11,0.11
hp,2012-11-15,$1.24,"Sep 2012",$1.36,0.12,0.12
hp,2012-07-27,$1.15,"Jun 2012",$1.37,0.22,0.22
hp,2012-04-26,$1.21,"Mar 2012",$1.13,-0.08,-0.08
hp,2012-01-31,$1.16,"Dec 2011",$1.29,0.13,0.13
hp,2011-11-17,$1.04,"Sep 2011",$1.09,0.05,0.05
hp,2011-07-29,$0.98,"Jun 2011",$1.00,0.02,0.02
hp,2011-04-28,$0.97,"Mar 2011",$0.94,-0.03,-0.03
hp,2011-01-27,$0.82,"Dec 2010",$0.94,0.12,0.12
hp,2010-11-18,$0.70,"Sep 2010","","",""
hp,2010-07-29,$0.59,"Jun 2010","","",""
hp,2010-04-29,$0.56,"Mar 2010","","",""
hp,2010-01-28,$0.50,"Dec 2009","","",""
hp,2009-11-19,$0.44,"Sep 2009","","",""
hp,2009-07-30,$0.48,"Jun 2009","","",""
hpe,2017-03-02,$0.44,"Jan 2017","","",""
hpe,2016-11-22,$0.61,"Oct 2016",$0.61,0.0,0.0
hpe,2016-09-07,$0.44,"Jul 2016",$0.49,0.05,0.05
hpe,2016-05-24,$0.42,"Apr 2016",$0.42,0.0,0.0
hpe,2016-03-03,$0.39,"Jan 2016",$0.41,0.02,0.02
hpq,2017-02-22,$0.37,"Jan 2017","","",""
hpq,2016-11-22,$0.36,"Oct 2016",$0.36,0.0,0.0
hpq,2016-08-24,$0.45,"Jul 2016",$0.48,0.03,0.03
hpq,2016-05-25,$0.39,"Apr 2016",$0.41,0.02,0.02
hpq,2016-02-24,$0.36,"Jan 2016",$0.36,0.0,0.0
hpq,2015-11-24,$0.44,"Oct 2015",$0.93,0.49,0.49
hpq,2015-08-20,$0.85,"Jul 2015",$0.88,0.03,0.03
hpq,2015-05-21,$0.86,"Apr 2015",$0.87,0.01,0.01
hpq,2015-02-24,$0.91,"Jan 2015",$0.92,0.01,0.01
hpq,2014-11-25,$1.05,"Oct 2014",$1.06,0.01,0.01
hpq,2014-08-20,$0.89,"Jul 2014",$0.89,0.0,0.0
hpq,2014-05-22,$0.88,"Apr 2014",$0.88,0.0,0.0
hpq,2014-02-20,$0.85,"Jan 2014",$0.90,0.05,0.05
hpq,2013-11-26,$1.00,"Oct 2013",$1.01,0.01,0.01
hpq,2013-08-21,$0.87,"Jul 2013",$0.86,-0.01,-0.01
hpq,2013-05-22,$0.81,"Apr 2013",$0.87,0.06,0.06
hpq,2013-02-21,$0.71,"Jan 2013",$0.82,0.11,0.11
hpq,2012-11-20,$1.14,"Oct 2012",$1.16,0.02,0.02
hpq,2012-08-22,$0.99,"Jul 2012",$1.00,0.01,0.01
hpq,2012-05-23,$0.91,"Apr 2012",$0.98,0.07,0.07
hpq,2012-02-22,$0.87,"Jan 2012",$0.92,0.05,0.05
hpq,2011-11-21,$1.13,"Oct 2011",$1.17,0.04,0.04
hpq,2011-08-18,$1.09,"Jul 2011",$1.10,0.01,0.01
hpq,2011-05-18,$1.21,"Apr 2011",$1.24,0.03,0.03
hpq,2011-02-22,$1.29,"Jan 2011",$1.36,0.07,0.07
hpq,2010-11-22,$1.27,"Oct 2010","","",""
hpq,2010-08-19,$1.08,"Jul 2010","","",""
hpq,2010-05-18,$1.05,"Apr 2010","","",""
hpq,2010-02-17,$1.06,"Jan 2010","","",""
hpq,2009-11-23,$1.13,"Oct 2009","","",""
hpq,2009-08-18,$0.90,"Jul 2009","","",""
hpq,2009-05-19,$0.86,"Apr 2009","","",""
hrb,2017-03-02,"- $0.45","Jan 2017","","",""
hrb,2016-12-07,"- $0.68","Oct 2016","- $0.67",0.01,0.01
hrb,2016-08-30,"- $0.53","Jul 2016","- $0.55",-0.02,-0.02
hrb,2016-06-09,$3.09,"Apr 2016",$3.16,0.07,0.07
hrb,2016-03-03,"- $0.26","Jan 2016","- $0.34",-0.08,-0.08
hrb,2015-12-07,"- $0.49","Oct 2015","- $0.51",-0.02,-0.02
hrb,2015-09-01,"- $0.41","Jul 2015","- $0.35",0.06,0.06
hrb,2015-06-08,$2.65,"Apr 2015","","",""
hrb,2015-03-04,"- $0.28","Jan 2015","- $0.13",0.15,0.15
hrb,2014-12-08,"- $0.42","Oct 2014","- $0.45",-0.03,-0.03
hrb,2014-09-03,"- $0.41","Jul 2014","- $0.40",0.01,0.01
hrb,2014-06-11,$3.19,"Apr 2014",$3.36,0.17,0.17
hrb,2014-03-06,"- $0.08","Jan 2014","- $0.78",-0.7,-0.7
hrb,2013-12-10,"- $0.37","Oct 2013","- $0.42",-0.05,-0.05
hrb,2013-09-03,"- $0.35","Jul 2013","- $0.40",-0.05,-0.05
hrb,2013-06-12,$2.59,"Apr 2013",$2.54,-0.05,-0.05
hrb,2013-03-07,"- $0.03","Jan 2013","- $0.22",-0.19,-0.19
hrb,2012-12-06,"- $0.40","Oct 2012","- $0.37",0.03,0.03
hrb,2012-09-05,"- $0.37","Jul 2012","- $0.38",-0.01,-0.01
hrb,2012-06-26,$1.99,"Apr 2012",$2.01,0.02,0.02
hrb,2012-03-07,$0.06,"Jan 2012","- $0.01",-0.07,-0.07
hrb,2011-12-01,"- $0.35","Oct 2011","- $0.38",-0.03,-0.03
hrb,2011-09-01,"- $0.39","Jul 2011","- $0.39",0.0,0.0
hrb,2011-06-23,$2.15,"Apr 2011",$2.20,0.05,0.05
hrb,2011-03-09,"- $0.01","Jan 2011",$0.06,0.07,0.07
hrb,2010-12-07,"- $0.38","Oct 2010","","",""
hrb,2010-09-02,"- $0.41","Jul 2010","","",""
hrb,2010-06-24,$2.04,"Apr 2010","","",""
hrb,2010-03-08,$0.14,"Jan 2010","","",""
hrb,2009-12-08,"- $0.40","Oct 2009","","",""
hrb,2009-09-04,"- $0.37","Jul 2009","","",""
hrb,2009-06-29,$2.07,"Apr 2009","","",""
hrl,2017-02-21,$0.46,"Jan 2017","","",""
hrl,2016-11-22,$0.46,"Oct 2016",$0.45,-0.01,-0.01
hrl,2016-08-18,$0.34,"Jul 2016",$0.36,0.02,0.02
hrl,2016-05-18,$0.38,"Apr 2016",$0.40,0.02,0.02
hrl,2016-02-16,$0.37,"Jan 2016",$0.43,0.06,0.06
hrl,2015-11-24,$0.68,"Oct 2015",$0.74,0.06,0.06
hrl,2015-08-19,$0.55,"Jul 2015",$0.56,0.01,0.01
hrl,2015-05-20,$0.62,"Apr 2015",$0.67,0.05,0.05
hrl,2015-02-19,$0.64,"Jan 2015",$0.69,0.05,0.05
hrl,2014-11-25,$0.64,"Oct 2014",$0.63,-0.01,-0.01
hrl,2014-08-21,$0.48,"Jul 2014",$0.51,0.03,0.03
hrl,2014-05-21,$0.56,"Apr 2014",$0.52,-0.04,-0.04
hrl,2014-02-20,$0.57,"Jan 2014",$0.57,0.0,0.0
hrl,2013-11-26,$0.54,"Oct 2013",$0.58,0.04,0.04
hrl,2013-08-22,$0.44,"Jul 2013",$0.42,-0.02,-0.02
hrl,2013-05-23,$0.49,"Apr 2013",$0.49,0.0,0.0
hrl,2013-02-21,$0.49,"Jan 2013",$0.48,-0.01,-0.01
hrl,2012-11-20,$0.49,"Oct 2012",$0.49,0.0,0.0
hrl,2012-08-23,$0.41,"Jul 2012",$0.41,0.0,0.0
hrl,2012-05-23,$0.42,"Apr 2012",$0.48,0.06,0.06
hrl,2012-02-23,$0.48,"Jan 2012",$0.48,0.0,0.0
hrl,2011-11-22,$0.42,"Oct 2011",$0.43,0.01,0.01
hrl,2011-08-25,$0.35,"Jul 2011",$0.36,0.01,0.01
hrl,2011-05-25,$0.41,"Apr 2011",$0.40,-0.01,-0.01
hrl,2011-02-22,$0.43,"Jan 2011",$0.55,0.12,0.12
hrl,2010-11-23,$0.79,"Oct 2010","","",""
hrl,2010-08-20,$0.59,"Jul 2010","","",""
hrl,2010-05-19,$0.61,"Apr 2010","","",""
hrl,2010-02-18,$0.68,"Jan 2010","","",""
hrl,2009-11-24,$0.68,"Oct 2009","","",""
hrl,2009-08-20,$0.52,"Jul 2009","","",""
hrl,2009-05-21,$0.50,"Apr 2009","","",""
hrs,2017-02-07,$1.38,"Dec 2016","","",""
hrs,2016-11-01,$1.35,"Sep 2016",$1.39,0.04,0.04
hrs,2016-08-02,$1.44,"Jun 2016",$1.45,0.01,0.01
hrs,2016-05-03,$1.40,"Mar 2016",$1.45,0.05,0.05
hrs,2016-02-02,$1.36,"Dec 2015",$1.49,0.13,0.13
hrs,2015-11-03,$1.28,"Sep 2015",$1.31,0.03,0.03
hrs,2015-08-07,$1.21,"Jun 2015",$1.32,0.11,0.11
hrs,2015-05-05,$1.23,"Mar 2015",$1.32,0.09,0.09
hrs,2015-02-06,$1.17,"Dec 2014",$1.32,0.15,0.15
hrs,2014-10-28,$1.10,"Sep 2014",$1.18,0.08,0.08
hrs,2014-07-29,$1.27,"Jun 2014",$1.28,0.01,0.01
hrs,2014-04-29,$1.19,"Mar 2014",$1.27,0.08,0.08
hrs,2014-01-28,$1.17,"Dec 2013",$1.27,0.1,0.1
hrs,2013-10-29,$1.13,"Sep 2013",$1.18,0.05,0.05
hrs,2013-07-30,$1.14,"Jun 2013",$1.41,0.27,0.27
hrs,2013-04-30,$1.12,"Mar 2013",$1.12,0.0,0.0
hrs,2013-01-29,$1.20,"Dec 2012",$1.25,0.05,0.05
hrs,2012-10-29,$1.12,"Sep 2012",$1.14,0.02,0.02
hrs,2012-07-31,$1.42,"Jun 2012",$1.42,0.0,0.0
hrs,2012-05-01,$1.34,"Mar 2012",$1.39,0.05,0.05
hrs,2012-01-31,$1.18,"Dec 2011",$1.22,0.04,0.04
hrs,2011-10-26,$1.05,"Sep 2011",$1.06,0.01,0.01
hrs,2011-08-02,$1.23,"Jun 2011",$1.24,0.01,0.01
hrs,2011-05-03,$1.15,"Mar 2011",$1.16,0.01,0.01
hrs,2011-01-26,$1.11,"Dec 2010",$1.15,0.04,0.04
hrs,2010-10-25,$1.24,"Sep 2010","","",""
hrs,2010-08-03,$1.24,"Jun 2010","","",""
hrs,2010-04-28,$1.26,"Mar 2010","","",""
hrs,2010-01-27,$0.94,"Dec 2009","","",""
hrs,2009-10-27,$0.76,"Sep 2009","","",""
hrs,2009-08-12,$0.82,"Jun 2009","","",""
hrs,2009-05-05,$1.00,"Mar 2009","","",""
hsic,2017-02-08,$1.84,"Dec 2016","","",""
hsic,2016-11-02,$1.65,"Sep 2016",$1.68,0.03,0.03
hsic,2016-08-04,$1.62,"Jun 2016",$1.64,0.02,0.02
hsic,2016-05-03,$1.39,"Mar 2016",$1.41,0.02,0.02
hsic,2016-02-10,$1.65,"Dec 2015",$1.67,0.02,0.02
hsic,2015-11-04,$1.46,"Sep 2015",$1.55,0.09,0.09
hsic,2015-07-29,$1.47,"Jun 2015",$1.46,-0.01,-0.01
hsic,2015-05-04,$1.27,"Mar 2015",$1.28,0.01,0.01
hsic,2015-02-11,$1.51,"Dec 2014",$1.56,0.05,0.05
hsic,2014-11-06,$1.31,"Sep 2014",$1.34,0.03,0.03
hsic,2014-08-04,$1.33,"Jun 2014",$1.35,0.02,0.02
hsic,2014-05-06,$1.13,"Mar 2014",$1.18,0.05,0.05
hsic,2014-02-11,$1.39,"Dec 2013",$1.43,0.04,0.04
hsic,2013-11-05,$1.21,"Sep 2013",$1.22,0.01,0.01
hsic,2013-08-06,$1.22,"Jun 2013",$1.23,0.01,0.01
hsic,2013-05-07,$1.07,"Mar 2013",$1.06,-0.01,-0.01
hsic,2013-02-13,$1.21,"Dec 2012",$1.26,0.05,0.05
hsic,2012-11-07,$1.07,"Sep 2012",$1.08,0.01,0.01
hsic,2012-08-02,$1.10,"Jun 2012",$1.11,0.01,0.01
hsic,2012-05-08,$0.91,"Mar 2012",$0.98,0.07,0.07
hsic,2012-02-15,$1.12,"Dec 2011",$1.15,0.03,0.03
hsic,2011-11-01,$1.01,"Sep 2011",$0.99,-0.02,-0.02
hsic,2011-08-02,$1.00,"Jun 2011",$1.01,0.01,0.01
hsic,2011-05-03,$0.80,"Mar 2011",$0.82,0.02,0.02
hsic,2011-02-22,$0.96,"Dec 2010",$1.00,0.04,0.04
hsic,2010-10-29,$0.87,"Sep 2010","","",""
hsic,2010-08-02,$0.86,"Jun 2010","","",""
hsic,2010-05-04,$0.69,"Mar 2010","","",""
hsic,2010-02-23,$0.91,"Dec 2009","","",""
hsic,2009-11-04,$0.82,"Sep 2009","","",""
hsic,2009-08-04,$0.75,"Jun 2009","","",""
hsic,2009-05-04,$0.58,"Mar 2009","","",""
hst,2017-02-22,$0.37,"Dec 2016","","",""
hst,2016-11-02,$0.36,"Sep 2016",$0.37,0.01,0.01
hst,2016-07-29,$0.49,"Jun 2016",$0.49,0.0,0.0
hst,2016-04-29,$0.38,"Mar 2016",$0.41,0.03,0.03
hst,2016-02-17,$0.35,"Dec 2015",$0.39,0.04,0.04
hst,2015-10-29,$0.32,"Sep 2015",$0.34,0.02,0.02
hst,2015-07-30,$0.45,"Jun 2015",$0.46,0.01,0.01
hst,2015-04-30,$0.33,"Mar 2015",$0.35,0.02,0.02
hst,2015-02-19,$0.38,"Dec 2014",$0.40,0.02,0.02
hst,2014-10-30,$0.32,"Sep 2014",$0.34,0.02,0.02
hst,2014-07-31,$0.43,"Jun 2014",$0.43,0.0,0.0
hst,2014-05-01,$0.30,"Mar 2014",$0.33,0.03,0.03
hst,2014-02-19,$0.31,"Dec 2013",$0.33,0.02,0.02
hst,2013-11-05,$0.26,"Sep 2013",$0.25,-0.01,-0.01
hst,2013-08-02,$0.42,"Jun 2013",$0.45,0.03,0.03
hst,2013-05-03,$0.23,"Mar 2013",$0.28,0.05,0.05
hst,2013-02-21,$0.37,"Dec 2012",$0.40,0.03,0.03
hst,2012-10-10,$0.21,"Sep 2012",$0.21,0.0,0.0
hst,2012-07-17,$0.33,"Jun 2012",$0.34,0.01,0.01
hst,2012-04-25,$0.13,"Mar 2012",$0.14,0.01,0.01
hst,2012-02-14,$0.30,"Dec 2011",$0.32,0.02,0.02
hst,2011-10-12,$0.17,"Sep 2011",$0.16,-0.01,-0.01
hst,2011-07-20,$0.29,"Jun 2011",$0.30,0.01,0.01
hst,2011-04-28,$0.12,"Mar 2011",$0.11,-0.01,-0.01
hst,2011-02-15,$0.27,"Dec 2010",$0.26,-0.01,-0.01
hst,2010-10-13,$0.11,"Sep 2010","","",""
hst,2010-07-21,$0.22,"Jun 2010","","",""
hst,2010-04-28,$0.11,"Mar 2010","","",""
hst,2010-02-17,$0.18,"Dec 2009","","",""
hst,2009-10-14,$0.08,"Sep 2009","","",""
hst,2009-07-22,$0.25,"Jun 2009","","",""
hsy,2017-02-03,$1.08,"Dec 2016","","",""
hsy,2016-10-28,$1.18,"Sep 2016",$1.29,0.11,0.11
hsy,2016-07-28,$0.78,"Jun 2016",$0.85,0.07,0.07
hsy,2016-04-26,$1.05,"Mar 2016",$1.10,0.05,0.05
hsy,2016-01-28,$1.05,"Dec 2015",$1.08,0.03,0.03
hsy,2015-10-28,$1.12,"Sep 2015",$1.17,0.05,0.05
hsy,2015-08-07,$0.74,"Jun 2015",$0.78,0.04,0.04
hsy,2015-04-23,$1.15,"Mar 2015",$1.09,-0.06,-0.06
hsy,2015-01-29,$1.06,"Dec 2014",$1.04,-0.02,-0.02
hsy,2014-10-29,$1.08,"Sep 2014",$1.05,-0.03,-0.03
hsy,2014-07-24,$0.76,"Jun 2014",$0.76,0.0,0.0
hsy,2014-04-24,$1.16,"Mar 2014",$1.15,-0.01,-0.01
hsy,2014-01-30,$0.85,"Dec 2013",$0.86,0.01,0.01
hsy,2013-10-24,$1.01,"Sep 2013",$1.04,0.03,0.03
hsy,2013-07-25,$0.71,"Jun 2013",$0.72,0.01,0.01
hsy,2013-04-25,$1.04,"Mar 2013",$1.09,0.05,0.05
hsy,2013-01-31,$0.75,"Dec 2012",$0.74,-0.01,-0.01
hsy,2012-10-25,$0.86,"Sep 2012",$0.87,0.01,0.01
hsy,2012-07-26,$0.61,"Jun 2012",$0.66,0.05,0.05
hsy,2012-04-24,$0.81,"Mar 2012",$0.96,0.15,0.15
hsy,2012-02-01,$0.70,"Dec 2011",$0.70,0.0,0.0
hsy,2011-10-27,$0.84,"Sep 2011",$0.84,0.0,0.0
hsy,2011-07-26,$0.55,"Jun 2011",$0.56,0.01,0.01
hsy,2011-04-26,$0.70,"Mar 2011",$0.72,0.02,0.02
hsy,2011-02-02,$0.61,"Dec 2010",$0.61,0.0,0.0
hsy,2010-10-21,$0.79,"Sep 2010","","",""
hsy,2010-07-22,$0.47,"Jun 2010","","",""
hsy,2010-04-22,$0.47,"Mar 2010","","",""
hsy,2010-02-02,$0.60,"Dec 2009","","",""
hsy,2009-10-22,$0.67,"Sep 2009","","",""
hsy,2009-07-23,$0.34,"Jun 2009","","",""
hum,2017-02-08,$2.13,"Dec 2016","","",""
hum,2016-11-04,$3.06,"Sep 2016",$3.18,0.12,0.12
hum,2016-08-03,$2.26,"Jun 2016",$2.30,0.04,0.04
hum,2016-05-04,$1.81,"Mar 2016",$1.86,0.05,0.05
hum,2016-02-10,$1.46,"Dec 2015",$1.45,-0.01,-0.01
hum,2015-11-06,$2.14,"Sep 2015",$2.16,0.02,0.02
hum,2015-07-29,$1.63,"Jun 2015",$1.67,0.04,0.04
hum,2015-04-29,$2.54,"Mar 2015",$2.47,-0.07,-0.07
hum,2015-02-04,$1.16,"Dec 2014",$1.09,-0.07,-0.07
hum,2014-11-07,$2.01,"Sep 2014",$1.85,-0.16,-0.16
hum,2014-07-30,$2.19,"Jun 2014",$2.19,0.0,0.0
hum,2014-05-07,$1.94,"Mar 2014",$2.35,0.41,0.41
hum,2014-02-05,$0.93,"Dec 2013",$0.80,-0.13,-0.13
hum,2013-11-06,$2.16,"Sep 2013",$2.31,0.15,0.15
hum,2013-07-31,$2.46,"Jun 2013",$2.63,0.17,0.17
hum,2013-05-01,$1.78,"Mar 2013",$2.69,0.91,0.91
hum,2013-02-04,$1.07,"Dec 2012",$1.19,0.12,0.12
hum,2012-11-05,$2.05,"Sep 2012",$2.41,0.36,0.36
hum,2012-08-06,$2.23,"Jun 2012",$2.34,0.11,0.11
hum,2012-04-30,$1.52,"Mar 2012",$1.46,-0.06,-0.06
hum,2012-02-06,$1.20,"Dec 2011",$1.12,-0.08,-0.08
hum,2011-10-31,$2.02,"Sep 2011",$2.54,0.52,0.52
hum,2011-08-01,$2.07,"Jun 2011",$2.50,0.43,0.43
hum,2011-05-02,$1.45,"Mar 2011",$1.55,0.1,0.1
hum,2011-02-07,$0.80,"Dec 2010",$1.65,0.85,0.85
hum,2010-11-01,$1.67,"Sep 2010","","",""
hum,2010-08-02,$1.63,"Jun 2010","","",""
hum,2010-04-26,$1.14,"Mar 2010","","",""
hum,2010-02-01,$1.48,"Dec 2009","","",""
hum,2009-11-02,$1.78,"Sep 2009","","",""
hum,2009-08-03,$1.65,"Jun 2009","","",""
hxl,2017-01-25,$0.62,"Dec 2016",Dec,N/A,N/A
hxl,2016-10-19,$0.61,"Sep 2016",Sep,$0.65,0.04
hxl,2016-07-20,$0.64,"Jun 2016",Jun,$0.70,0.06
hxl,2016-04-20,$0.56,"Mar 2016",Mar,$0.59,0.03
hxl,2016-01-21,$0.54,"Dec 2015",Dec,$0.56,0.02
hxl,2015-10-19,$0.59,"Sep 2015",Sep,$0.55,-0.04
hxl,2015-07-20,$0.61,"Jun 2015",Jun,$0.63,0.02
hxl,2015-04-20,$0.56,"Mar 2015",Mar,$0.58,0.02
hxl,2015-01-22,$0.54,"Dec 2014",Dec,$0.54,0.00
hxl,2014-10-20,$0.54,"Sep 2014",Sep,$0.57,0.03
hxl,2014-07-21,$0.55,"Jun 2014",Jun,$0.55,0.00
hxl,2014-04-21,$0.49,"Mar 2014",Mar,$0.50,0.01
hxl,2014-01-23,$0.46,"Dec 2013",Dec,$0.46,0.00
hxl,2013-10-21,$0.46,"Sep 2013",Sep,$0.48,0.02
hxl,2013-07-22,$0.47,"Jun 2013",Jun,$0.48,0.01
hxl,2013-04-22,$0.41,"Mar 2013",Mar,$0.43,0.02
hxl,2013-01-23,$0.38,"Dec 2012",Dec,$0.36,-0.02
hxl,2012-10-23,$0.36,"Sep 2012",Sep,$0.39,0.03
hxl,2012-07-23,$0.39,"Jun 2012",Jun,$0.42,0.03
hxl,2012-04-23,$0.33,"Mar 2012",Mar,$0.39,0.06
hxl,2012-01-25,$0.30,"Dec 2011",Dec,$0.33,0.03
hxl,2011-10-24,$0.27,"Sep 2011",Sep,$0.34,0.07
hxl,2011-07-25,$0.28,"Jun 2011",Jun,$0.32,0.04
hxl,2011-04-25,$0.20,"Mar 2011",Mar,$0.25,0.05
hxl,2011-01-26,$0.20,"Dec 2010",Dec,$0.20,0.00
hxl,2010-10-25,$0.18,"Sep 2010",Sep,N/A,N/A
hxl,2010-07-27,$0.17,"Jun 2010",Jun,N/A,N/A
hxl,2010-04-26,$0.11,"Mar 2010",Mar,N/A,N/A
hxl,2010-01-27,$0.09,"Dec 2009",Dec,N/A,N/A
hxl,2009-10-26,$0.11,"Sep 2009",Sep,N/A,N/A
hxl,2009-07-27,$0.19,"Jun 2009",Jun,N/A,N/A
ibtx,2017-01-25,$0.80,"Dec 2016",Dec,N/A,N/A
ibtx,2016-10-24,$0.74,"Sep 2016",Sep,$0.78,0.04
ibtx,2016-07-25,$0.69,"Jun 2016",Jun,$0.74,0.05
ibtx,2016-04-25,$0.63,"Mar 2016",Mar,$0.67,0.04
ibtx,2016-01-27,$0.58,"Dec 2015",Dec,$0.58,0.00
ibtx,2015-10-22,$0.61,"Sep 2015",Sep,$0.52,-0.09
ibtx,2015-07-27,$0.62,"Jun 2015",Jun,$0.61,-0.01
ibtx,2015-04-27,$0.60,"Mar 2015",Mar,$0.60,0.00
ibtx,2015-02-03,$0.58,"Dec 2014",Dec,$0.64,0.06
ibtx,2014-10-28,$0.63,"Sep 2014",Sep,$0.58,-0.05
ibtx,2014-07-29,$0.56,"Jun 2014",Jun,$0.57,0.01
ibtx,2014-04-30,$0.45,"Mar 2014",Mar,$0.39,-0.06
ibtx,2014-02-11,$0.39,"Dec 2013",Dec,$0.40,0.01
ibtx,2013-10-29,$0.36,"Sep 2013",Sep,$0.38,0.02
ibtx,2013-07-30,N/A,"Jun 2013",Jun,$0.34,N/A
ibtx,2013-04-30,N/A,"Mar 2013",Mar,$0.46,N/A
ice,2017-02-07,$0.69,"Dec 2016","","",""
ice,2016-11-01,$3.22,"Sep 2016",$3.21,-0.01,-0.01
ice,2016-08-03,$3.38,"Jun 2016",$3.43,0.05,0.05
ice,2016-05-04,$3.67,"Mar 2016",$3.68,0.01,0.01
ice,2016-02-04,$3.01,"Dec 2015",$0.65,-2.36,-2.36
ice,2015-10-28,$2.91,"Sep 2015",$2.91,0.0,0.0
ice,2015-08-05,$2.77,"Jun 2015",$2.90,0.13,0.13
ice,2015-05-05,$2.98,"Mar 2015",$3.06,0.08,0.08
ice,2015-02-05,$2.54,"Dec 2014",$2.59,0.05,0.05
ice,2014-11-04,$2.02,"Sep 2014",$2.15,0.13,0.13
ice,2014-08-07,$2.02,"Jun 2014",$2.10,0.08,0.08
ice,2014-05-08,$2.60,"Mar 2014",$2.60,0.0,0.0
ice,2014-02-11,$1.99,"Dec 2013",$2.00,0.01,0.01
ice,2013-11-05,$1.83,"Sep 2013",$1.97,0.14,0.14
ice,2013-08-06,$2.17,"Jun 2013",$2.19,0.02,0.02
ice,2013-05-01,$1.98,"Mar 2013",$2.03,0.05,0.05
ice,2013-02-06,$1.75,"Dec 2012",$1.84,0.09,0.09
ice,2012-11-05,$1.72,"Sep 2012",$1.79,0.07,0.07
ice,2012-08-01,$1.93,"Jun 2012",$1.95,0.02,0.02
ice,2012-05-02,$2.02,"Mar 2012",$2.02,0.0,0.0
ice,2012-02-08,$1.68,"Dec 2011",$1.76,0.08,0.08
ice,2011-11-02,$1.77,"Sep 2011",$1.87,0.1,0.1
ice,2011-08-03,$1.67,"Jun 2011",$1.69,0.02,0.02
ice,2011-05-04,$1.68,"Mar 2011",$1.77,0.09,0.09
ice,2011-02-09,$1.33,"Dec 2010",$1.35,0.02,0.02
ice,2010-11-01,$1.36,"Sep 2010","","",""
ice,2010-08-04,$1.41,"Jun 2010","","",""
ice,2010-05-05,$1.31,"Mar 2010","","",""
ice,2010-02-10,$1.14,"Dec 2009","","",""
ice,2009-11-03,$1.15,"Sep 2009","","",""
ice,2009-08-04,$1.13,"Jun 2009","","",""
ice,2009-05-05,$0.97,"Mar 2009","","",""
idxx,2017-02-03,$0.51,"Dec 2016","","",""
idxx,2016-11-01,$0.59,"Sep 2016",$0.62,0.03,0.03
idxx,2016-08-02,$0.62,"Jun 2016",$0.80,0.18,0.18
idxx,2016-04-29,$0.46,"Mar 2016",$0.51,0.05,0.05
idxx,2016-01-29,$0.44,"Dec 2015",$0.48,0.04,0.04
