Date,Period Ending,Estimate,Reported,Surprise,Surprise%
2016-12-05,Sep 2016,N/A,N/A,N/A,N/A
2016-08-29,Jun 2016,N/A,$0.17,N/A,N/A
2016-06-15,Mar 2016,N/A,$0.14,N/A,N/A
2016-03-24,Dec 2015,N/A,$0.14,N/A,N/A
2015-11-23,Sep 2015,N/A,$0.09,N/A,N/A
2015-08-17,Jun 2015,N/A,$0.11,N/A,N/A
2015-05-20,Mar 2015,N/A,$0.11,N/A,N/A
2015-03-11,Dec 2014,N/A,$0.21,N/A,N/A
2014-11-24,Sep 2014,N/A,$0.17,N/A,N/A
2014-08-27,Jun 2014,N/A,$0.01,N/A,N/A
